"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,805680,БСТ B45 П5 F1300 W16,35.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,811296,БСТ B25 П4 F1200 W10,44.000
week,2019-11-18 00:00:00.000,2019-11-24 00:00:00.000,,,35,20882355,Доставка,70.399
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,740174,БСТ B40 П5 F1300 W14,22.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,614925,Раствор М200 Пк3,35.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,3,969299,Фасовка,78.801
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,889815,БСТ B60 П5 F1300 W20,37.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,522001,"Мелкозернистый бетон БСМ B22,5 П3,П4",9.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,506637,"БСТ B 7,5 П3,П4",23.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,498168,Раствор кладочный М100 Пк3,11.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,1306500,"БСТ B20 П3,П4",30.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,584416,БСТ B35 П5 F1200 W12,12.000
week,2019-11-25 00:00:00.000,2019-12-01 00:00:00.000,,,24,12409395,Фасовка,63.201
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,690864,"БСТ B15 П3,П4",48.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,4,1316410,Дегидрация,76.399
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,5,2776005,БСТ B30 П4 F1200 W10,50.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,4,1967837,Доставка,78.801
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,531579,"Мелкозернистый бетон БСМ B22,5 П3,П4",11.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,49018,Формовка,38.001
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,2,723269,Доставка,47.600
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,745476,"БСТ B22,5 П4 F1100 W6",48.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,10,5311016,Фасовка,54.801
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,4,2008468,Дегидрация,63.201
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,514296,"Мелкозернистый бетон БСМ B25 П3,П4",8.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,3,1858583,"Мелкозернистый бетон БСМ B15 П3,П4",33.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,2,692127,Фасовка,35.600
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,564230,Упаковка европалет,60.801
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,698165,БСТ B35 П5 F1300 W12,15.000
month,2019-12-01 00:00:00.000,2019-12-31 00:00:00.000,,,181,106137928,Упаковка европалет,75.200
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,690864,"БСТ B15 П3,П4",48.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,2,1218760,БСТ B35 П5 F1200 W12,42.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,4,2194749,БСТ B30 П4 F1200 W10,50.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,661918,"Мелкозернистый бетон БСМ B25 П3,П4",39.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,674384,БСТ B45 П5 F1300 W16,13.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,745476,"БСТ B22,5 П4 F1100 W6",48.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,5,2698804,Раствор кладочный М150 Пк3,42.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,584898,"БСТ B 7,5 П3,П4",42.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,698165,БСТ B35 П5 F1300 W12,15.000
week,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,,,44,25047873,Упаковка европалет,75.200
week,2019-12-09 00:00:00.000,2019-12-15 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,40232,Дегидрация,23.601
week,2019-12-09 00:00:00.000,2019-12-15 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1246700,"Мелкозернистый бетон БСМ B 7,5 П3,П4",26.000
week,2019-12-09 00:00:00.000,2019-12-15 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,1647168,БСТ B45 П5 F1300 W16,38.000
week,2019-12-09 00:00:00.000,2019-12-15 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,672192,"БСТ B15 П3,П4",44.000
week,2019-12-09 00:00:00.000,2019-12-15 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,515218,"Мелкозернистый бетон БСМ B 7,5 П3,П4",21.000
week,2019-12-09 00:00:00.000,2019-12-15 00:00:00.000,,,32,18134734,Дегидрация,74.000
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,57418,Дегидрация,76.399
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,59219,Доставка,78.801
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,531579,"Мелкозернистый бетон БСМ B22,5 П3,П4",11.000
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,49018,Формовка,38.001
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,394002,Раствор М100 Пк3,6.000
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,53122,Дегидрация,63.201
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,514296,"Мелкозернистый бетон БСМ B25 П3,П4",8.000
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,552083,"Мелкозернистый бетон БСМ B15 П3,П4",33.000
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,49012,Упаковка европалет,60.801
week,2019-12-16 00:00:00.000,2019-12-22 00:00:00.000,,,43,25890613,БСТ B50 П5 F1300 W18,50.000
week,2019-12-23 00:00:00.000,2019-12-29 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,581256,Раствор М150 Пк3,38.000
week,2019-12-23 00:00:00.000,2019-12-29 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,48885,Доставка,47.600
week,2019-12-23 00:00:00.000,2019-12-29 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,49041,Фасовка,54.801
week,2019-12-23 00:00:00.000,2019-12-29 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,698256,БСТ B45 П5 F1300 W16,17.000
week,2019-12-23 00:00:00.000,2019-12-29 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,2,692127,Фасовка,35.600
week,2019-12-23 00:00:00.000,2019-12-29 00:00:00.000,,,40,22765849,Доставка,57.201
week,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,874950,БСТ B30 П4 F1200 W10,50.000
week,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,764442,БСТ B40 П5 F1300 W14,26.000
week,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,569375,Раствор М200 Пк3,25.000
week,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,592950,"БСТ B20 П3,П4",18.000
week,2019-12-30 00:00:00.000,2020-01-05 00:00:00.000,,,42,24648151,БСТ B30 П4 F1150 W10,50.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,1660950,БСТ B30 П4 F1200 W10,50.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,1298000,БСТ B30 П4 F1150 W10,46.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,3,1804000,"Мелкозернистый бетон БСМ B22,5 П3,П4",31.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,4,3226553,БСТ B30 П4 F1200 W10,46.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1185016,"БСТ B20 П3,П4",24.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,709839,БСТ B40 П5 F1300 W14,17.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,3,671846,Фасовка,42.001
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,2,1100094,"БСТ B20 П3,П4",18.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,457776,Раствор кладочный М100 Пк3,2.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,682461,БСТ B30 П4 F1200 W10,17.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,457191,Раствор М100 Пк3,23.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,664949,Раствор М150 Пк3,46.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,527484,"БСТ B15 П3,П4",13.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,1414892,"БСТ B12,5 П3,П4",50.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1281283,"Мелкозернистый бетон БСМ B15 П3,П4",40.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,661527,Раствор кладочный М150 Пк3,43.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,3,2152635,БСТ B50 П5 F1300 W18,37.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,2,82026,Дегидрация,5.000
month,2020-01-01 00:00:00.000,2020-01-31 00:00:00.000,,,178,95246914,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,786000,БСТ B25 П4 F1150 W8,50.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,758875,БСТ B35 П5 F1300 W12,25.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,623100,"БСТ B20 П3,П4",24.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,709839,БСТ B40 П5 F1300 W14,17.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,507144,Раствор кладочный М100 Пк3,13.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,664949,Раствор М150 Пк3,46.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,527484,"БСТ B15 П3,П4",13.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,704700,"БСТ B12,5 П3,П4",50.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,2,1364121,БСТ B50 П5 F1300 W18,37.000
week,2020-01-06 00:00:00.000,2020-01-12 00:00:00.000,,,39,19081874,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.000
week,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,512082,"БСТ B12,5 П3,П4",9.000
week,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,1703236,БСТ B30 П4 F1200 W10,46.000
week,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,53983,Фасовка,42.001
week,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,710192,БСТ B45 П5 F1300 W16,19.000
week,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,2,82026,Дегидрация,5.000
week,2020-01-13 00:00:00.000,2020-01-19 00:00:00.000,,,39,20975374,"БСТ B20 П3,П4",45.000
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,785918,БСТ B30 П4 F1150 W10,46.000
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,561916,"Мелкозернистый бетон БСМ B25 П3,П4",18.000
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,48488,Доставка,22.001
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,682461,БСТ B30 П4 F1200 W10,17.000
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,457191,Раствор М100 Пк3,23.000
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,661527,Раствор кладочный М150 Пк3,43.000
week,2020-01-20 00:00:00.000,2020-01-26 00:00:00.000,,,46,25992355,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,974512,Раствор кладочный М150 Пк3,13.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,4,2405392,Раствор кладочный М100 Пк3,34.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,602768,БСТ B45 П5 F1300 W16,1.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,89056,Дегидрация,13.999
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,457776,Раствор кладочный М100 Пк3,2.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1281283,"Мелкозернистый бетон БСМ B15 П3,П4",40.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,788514,Пусковая смесь,13.000
week,2020-01-27 00:00:00.000,2020-02-02 00:00:00.000,,,41,23356732,Раствор М100 Пк3,50.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,974512,Раствор кладочный М150 Пк3,13.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,2,1253786,"Мелкозернистый бетон БСМ B25 П3,П4",37.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,3,1728449,Раствор М200 Пк3,35.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1795832,БСТ B40 П5 F1300 W14,48.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,89056,Дегидрация,13.999
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,3,2089943,Раствор М200 Пк3,40.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,619060,"Мелкозернистый бетон БСМ B25 П3,П4",30.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1508724,БСТ B60 П5 F1300 W20,23.000
month,2020-02-01 00:00:00.000,2020-02-29 00:00:00.000,,,71,40762847,Раствор М100 Пк3,50.000
week,2020-02-03 00:00:00.000,2020-02-09 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,1125681,Раствор М200 Пк3,35.000
week,2020-02-03 00:00:00.000,2020-02-09 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1795832,БСТ B40 П5 F1300 W14,48.000
week,2020-02-03 00:00:00.000,2020-02-09 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,2,1287473,Раствор М200 Пк3,40.000
week,2020-02-03 00:00:00.000,2020-02-09 00:00:00.000,,,38,20709136,Доставка,49.001
week,2020-02-10 00:00:00.000,2020-02-16 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,652394,"Мелкозернистый бетон БСМ B25 П3,П4",37.000
week,2020-02-10 00:00:00.000,2020-02-16 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,802470,Пусковая смесь,15.000
week,2020-02-10 00:00:00.000,2020-02-16 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,619060,"Мелкозернистый бетон БСМ B25 П3,П4",30.000
week,2020-02-10 00:00:00.000,2020-02-16 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1508724,БСТ B60 П5 F1300 W20,23.000
week,2020-02-10 00:00:00.000,2020-02-16 00:00:00.000,,,24,14351838,БСТ B45 П5 F1300 W16,48.000
